trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
2354264,6/30/2014 18:40,6/30/2014 18:46,1046,352,33,State St & Van Buren St,287,Franklin St & Arcade Pl,Subscriber,Female,1980
2354263,6/30/2014 18:40,6/30/2014 18:49,72,537,129,Blue Island Ave & 18th St,206,Halsted St & Archer Ave,Subscriber,Male,1964
2354262,6/30/2014 18:39,6/30/2014 18:58,1341,1088,199,Wabash Ave & Grand Ave,210,Ashland Ave & Division St,Subscriber,Male,1987
2354261,6/30/2014 18:40,6/30/2014 18:48,1445,531,195,Columbus Dr & Randolph St,174,Canal St & Madison St,Subscriber,Male,1975
2354260,6/30/2014 18:40,6/30/2014 18:45,2655,312,73,Jefferson St & Monroe St,21,Aberdeen St & Jackson Blvd,Subscriber,Female,1982
2354259,6/30/2014 18:39,6/30/2014 18:44,1717,244,305,Western Ave & Division St,216,California Ave & Division St,Subscriber,Male,1979
2354258,6/30/2014 18:40,6/30/2014 19:01,255,1269,144,Larrabee St & Webster Ave,307,Southport Ave & Clybourn Ave,Subscriber,Female,1978
2354257,6/30/2014 18:40,6/30/2014 18:45,1554,324,53,Wells St & Erie St,291,Wells St & Evergreen Ave,Subscriber,Male,1982
2354255,6/30/2014 18:39,6/30/2014 18:59,909,1160,22,May St & Taylor St,178,State St & 19th St,Customer,,
2354254,6/30/2014 18:39,6/30/2014 18:47,2494,442,47,State St & Kinzie St,66,Clinton St & Lake St,Subscriber,Male,1987
2354253,6/30/2014 18:39,6/30/2014 18:42,2028,147,175,Wells St & Polk St,36,Franklin St & Jackson Blvd,Subscriber,Male,1960
2354252,6/30/2014 18:39,6/30/2014 18:51,1297,688,117,Wilton Ave & Belmont Ave,319,Greenview Ave & Diversey Pkwy,Subscriber,Female,1992
2354251,6/30/2014 18:39,6/30/2014 18:48,2764,527,268,Lake Shore Dr & North Blvd,337,Clark St & Chicago Ave,Subscriber,Male,1985
2354248,6/30/2014 18:39,6/30/2014 18:44,958,279,337,Clark St & Chicago Ave,301,Clark St & Schiller St,Subscriber,Male,1977
2354247,6/30/2014 18:39,6/30/2014 18:58,2753,1148,198,Halsted St & Madison St,207,Emerald Ave & 28th St,Subscriber,Female,1984
2354246,6/30/2014 18:38,6/30/2014 18:44,1360,330,16,Wood St & North Ave,130,Damen Ave & Division St,Subscriber,Female,1986
2354245,6/30/2014 18:39,6/30/2014 19:04,2595,1504,69,Damen Ave & Pierce Ave,20,Sheffield Ave & Kingsbury St,Customer,,
2354243,6/30/2014 18:38,6/30/2014 18:54,2744,944,35,Streeter Dr & Illinois St,177,Theater on the Lake,Subscriber,Female,1987
2354240,6/30/2014 18:38,6/30/2014 18:53,1880,871,49,Dearborn St & Monroe St,137,Morgan Ave & 14th Pl,Subscriber,Male,1986
2354239,6/30/2014 18:38,6/30/2014 18:57,2579,1134,176,Clark St & Elm St,141,Clark St & Lincoln Ave,Customer,,
2354237,6/30/2014 18:38,6/30/2014 19:02,2628,1490,268,Lake Shore Dr & North Blvd,134,Peoria St & Jackson Blvd,Customer,,
2354235,6/30/2014 18:38,6/30/2014 18:44,1959,388,169,Canal St & Harrison St,91,Clinton St & Washington Blvd,Subscriber,Male,1982
2354232,6/30/2014 18:38,6/30/2014 18:44,2300,400,198,Halsted St & Madison St,66,Clinton St & Lake St,Subscriber,Male,1978
2354231,6/30/2014 18:37,6/30/2014 18:43,2372,309,91,Clinton St & Washington Blvd,56,Desplaines St & Kinzie St,Subscriber,Male,1980
2354230,6/30/2014 18:37,6/30/2014 18:42,705,287,230,Lincoln Ave & Roscoe St,347,Ashland Ave & Grace St,Subscriber,Male,1970
2354229,6/30/2014 18:37,6/30/2014 18:46,1771,518,50,Clark St & Congress Pkwy,134,Peoria St & Jackson Blvd,Subscriber,Female,1988
2354228,6/30/2014 18:35,6/30/2014 18:41,21,366,204,Prairie Ave & Garfield Blvd,248,Woodlawn Ave & 55th St,Subscriber,Female,1989
2354227,6/30/2014 18:37,6/30/2014 18:59,2778,1278,304,Halsted St & Waveland Ave,236,Sedgwick St & Schiller St,Subscriber,Male,1980
2354223,6/30/2014 18:37,6/30/2014 19:06,2026,1750,74,Kingsbury St & Erie St,90,Millennium Park,Customer,,
2354222,6/30/2014 18:37,6/30/2014 18:49,2003,744,106,State St & Pearson St,110,State St & Erie St,Customer,,
2354221,6/30/2014 18:37,6/30/2014 18:49,798,713,321,Wabash Ave & 8th St,338,Calumet Ave & 18th St,Subscriber,Male,1980
2354220,6/30/2014 18:37,6/30/2014 18:45,2583,500,43,Michigan Ave & Washington St,91,Clinton St & Washington Blvd,Subscriber,Female,1994
2354219,6/30/2014 18:37,6/30/2014 18:41,1299,255,21,Aberdeen St & Jackson Blvd,146,Loomis St & Jackson Blvd,Subscriber,Male,1993
2354217,6/30/2014 18:37,6/30/2014 19:06,146,1747,74,Kingsbury St & Erie St,90,Millennium Park,Customer,,
